,Gene.name,First.Protein.Description,Intensity.M_1,Intensity.M_2,Intensity.M_3,Intensity.2D_1,Intensity.2D_2,Intensity.2D_3
8107,TEX2,Testis expressed 2,0,0,0,0,237000,0
8108,TEX264,"Testis expressed 264, ER-phagy receptor",0,0,477000,915000,748000,542000
8109,TFAM,"Transcription factor A, mitochondrial",0,0,0,0,0,0
8110,TFB1M,rRNA adenine N(6)-methyltransferase,0,0,0,0,0,0
8111,TFB2M,rRNA adenine N(6)-methyltransferase,0,0,0,0,0,0
8112,TFCP2,Transcription factor CP2,255000,0,0,0,445000,118000
8113,TFCP2,Transcription factor CP2,233000,0,0,0,0,0
8114,TFG,Trafficking from ER to golgi regulator,4900000,5170000,5490000,4610000,4220000,5440000
8115,TFIP11,Tuftelin-interacting protein 11,0,0,0,0,2.00E+05,0
8116,TFRC,Transferrin receptor protein 1,0,87500,0,1560000,746000,853000
8117,TFRC,Transferrin receptor protein 1,13900000,17400000,15400000,64200000,58300000,77400000
8118,TG,Thyroglobulin,122000,102000,1030000,0,0,0
8119,TGFB1,Transforming growth factor beta-1 proprotein,0,0,213000,683000,981000,1670000
8120,TGFB2,Transforming growth factor beta,0,0,0,227000,225000,264000
8121,TGFBI,Transforming growth factor-beta-induced protein ig-h3,560000,393000,739000,15600000,22200000,1.10E+07
8122,TGFBR1,Receptor protein serine/threonine kinase,3530000,4790000,4360000,6630000,6960000,8630000
8123,TGFBR2,TGF-beta receptor type-2,771000,1150000,697000,9460000,8100000,12200000
8124,TGFBR3,Transforming growth factor beta receptor 3,0,0,0,836000,583000,1130000
8125,TGFBRAP1,Transforming growth factor beta receptor associated protein 1,245000,198000,0,364000,723000,451000
8126,TGM1,Protein-glutamine gamma-glutamyltransferase K,302000,393000,324000,393000,594000,262000
8127,TGM2,Transglutaminase 2,6770000,2510000,3760000,3660000,5380000,2930000
8128,TGM3,Transglutaminase 3,617000,589000,1140000,1740000,1640000,970000
8129,TGOLN2,Trans-Golgi network integral membrane protein 2,6420000,2020000,6340000,2380000,1530000,4290000
8130,TGS1,Trimethylguanosine synthase,65000,194000,0,0,199000,0
8131,THADA,Thyroid adenoma-associated protein homolog,203000,139000,0,388000,639000,0
8132,THBS1,Thrombospondin 1,4380000,8870000,13100000,1190000,1500000,1980000
8133,THBS4,Thrombospondin 4,212000,0,1040000,0,0,0
8134,THEM4,Thioesterase superfamily member 4,0,0,0,0,0,0
8135,THG1L,Probable tRNA(His) guanylyltransferase,474000,873000,609000,1540000,1430000,1920000
8136,THNSL1,Threonine synthase like 1,0,0,0,0,0,0
8137,THOC1,THO complex 1,122000,255000,0,157000,284000,0
8138,THOC2,THO complex subunit 2,79300,0,214000,202000,377000,0
8139,THOC3,THO complex 3,793000,492000,0,681000,1170000,0
8140,THOC5,THO complex 5,0,0,0,0,270000,0
8141,THOC6,WD_REPEATS_REGION domain-containing protein,210000,344000,338000,186000,702000,0
8142,THOC7,THO complex subunit 7 homolog,116000,175000,0,0,0,0
8143,THOP1,Thimet oligopeptidase 1,2900000,2820000,4760000,4280000,3670000,4710000
8144,THRAP3,Thyroid hormone receptor associated protein 3,536000,417000,0,197000,543000,0
8145,THSD1,Thrombospondin type 1 domain containing 1,1450000,2900000,0,0,0,0
8146,THSD4,Thrombospondin type 1 domain containing 4,0,0,0,506000,770000,283000
8147,THTPA,Thiamine-triphosphatase,221000,188000,78000,0,127000,0
8148,THUMPD1,THUMP domain containing 1,162000,0,0,115000,695000,280000
8149,THUMPD3,THUMP domain containing 3,585000,801000,591000,1540000,1960000,1270000
8150,THY1,Thy-1 membrane glycoprotein,0,0,0,1.18E+08,69700000,1.72E+08
8151,THYN1,Thymocyte nuclear protein 1,0,0,0,0,0,0
8152,TIA1,TIA1 cytotoxic granule associated RNA binding protein,619000,639000,715000,472000,421000,440000
8153,TIA1,TIA1 cytotoxic granule associated RNA binding protein like 1,892000,913000,1470000,0,551000,0
8154,TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1,0,3970000,2750000,3910000,4310000,3080000
8155,TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1,865000,962000,1030000,1370000,1320000,853000
8156,TIAM2,TIAM Rac1 associated GEF 2,0,0,0,0,0,0
8157,TIGAR,TP53 induced glycolysis regulatory phosphatase,2580000,2610000,683000,7180000,7320000,5190000
8158,TIMM17B,Solute carrier family 35 member A2,308000,0,0,0,0,0
8159,TIMM21,Mitochondrial import inner membrane translocase subunit Tim21,0,0,0,0,0,0
8160,TIMM22,Mitochondrial import inner membrane translocase subunit TIM22,0,0,0,0,139000,0
8161,TIMM29,Translocase of inner mitochondrial membrane 29,0,0,0,0,0,0
8162,TIMM44,Mitochondrial import inner membrane translocase subunit TIM44,0,0,0,0,0,0
8163,TIMM50,Mitochondrial import inner membrane translocase subunit TIM50,0,0,0,0,130000,0
8164,TIMM9,Translocase of inner mitochondrial membrane 9,0,0,0,0,0,0
8165,TIMMDC1,Translocase of inner mitochondrial membrane domain containing 1,0,0,0,0,0,0
8166,TIMP1,Metalloproteinase inhibitor 1,0,0,0,6580000,7.00E+06,5210000
8167,TIMP1,Metalloproteinase inhibitor 1,1410000,848000,0,1.13E+08,8.90E+07,93800000
8168,TIMP3,Metalloproteinase inhibitor 3,1700000,2290000,2320000,2510000,3710000,3290000
8169,TINAGL1,Tubulointerstitial nephritis antigen like 1,1950000,5680000,1220000,0,3480000,667000
8170,TIPRL,TIP41-like protein,3280000,1630000,2370000,2960000,3230000,2440000
8171,TIPRL,Vesicle transport protein,146000,201000,0,0,0,0
8172,TIRAP,TIR domain containing adaptor protein,542000,270000,223000,0,121000,0
8173,TJAP1,Tight junction associated protein 1,62700,0,0,0,0,0
8174,TJP1,Tight junction protein ZO-1,0,407000,0,0,287000,0
8175,TJP1,Tight junction protein ZO-1,6600000,6230000,7160000,4600000,4720000,4310000
8176,TJP2,Tight junction protein ZO-2,0,692000,0,2620000,2250000,3110000
8177,TJP2,Tight junction protein ZO-2,14600000,14800000,14600000,13700000,15100000,1.30E+07
8178,TJP3,Tight junction protein ZO-3,4330000,4830000,5340000,0,0,0
8179,TJP3,Tight junction protein ZO-3,2730000,3090000,3530000,0,62900,0
8180,TK1,Thymidine kinase,651000,719000,0,1240000,1970000,0
8181,TKFC,Triokinase and FMN cyclase,7050000,7550000,4110000,4510000,4690000,3110000
8182,TKT,Transketolase,40500000,28400000,73400000,43300000,25700000,41700000
8183,TKT,Transketolase,29500000,28500000,68200000,32900000,22400000,32600000
8184,TLCD1,TLC domain containing 1,0,0,0,0,0,0
8185,TLE1,"TLE family member 1, transcriptional corepressor",192000,0,0,0,657000,0
8186,TLK1,Tousled like kinase 1,0,0,0,0,0,0
8187,TLL1,Metalloendopeptidase,0,0,0,0,0,0
8188,TLN1,Talin 1,16900000,21900000,20500000,34600000,37200000,36700000
8189,TLN1,Talin 1,8160000,12200000,12700000,19400000,21500000,17100000
8190,TLN2,Talin 2,1990000,3130000,2180000,1820000,1830000,2200000
8191,TLNRD1,Talin rod domain containing 1,1160000,983000,733000,0,115000,0
8192,TLR1,Toll-like receptor 1,454000,474000,0,0,0,0
8193,TLR3,Toll like receptor 3,2660000,2610000,4570000,4860000,3390000,4500000
8194,TLR7,Toll like receptor 7,0,0,0,776000,0,0
8195,TLR8,TIR domain-containing protein,3.20E+07,33400000,38700000,18100000,24600000,24800000
8196,TLR9,Toll-like receptor 9,6800000,5770000,6340000,2720000,3270000,2340000
8197,TLR9,Twinfilin actin binding protein 1,7510000,5540000,35800000,2860000,6270000,2910000
8198,TM2D2,TM2 domain containing 2,168000,166000,217000,210000,193000,301000
8199,TM2D3,TM2 domain containing 3,0,189000,0,0,0,0
8200,TM7SF2,Transmembrane 7 superfamily member 2,0,1150000,1380000,1750000,2980000,2240000
8201,TM7SF3,Transmembrane 7 superfamily member 3,2110000,2700000,4410000,1610000,1380000,1640000
8202,TM9SF1,Uncharacterized protein,2700000,3480000,3070000,4320000,4110000,3700000
8203,TM9SF2,Transmembrane 9 superfamily member,14200000,12400000,16200000,3320000,5070000,3260000
8204,TM9SF3,Transmembrane 9 superfamily member,9540000,8530000,10200000,8830000,9490000,7990000
8205,TM9SF4,Transmembrane 9 superfamily member,7890000,8060000,8290000,16300000,19300000,19400000
8206,TMBIM1,Transmembrane BAX inhibitor motif containing 1,1.21E+08,1.33E+08,44600000,3.60E+07,43200000,53200000
8207,TMBIM6,Transmembrane BAX inhibitor motif containing 6,83200,170000,0,434000,321000,266000
8208,TMC4,Transmembrane channel like 4,8500000,8060000,0,0,0,0
8209,TMC4,Transmembrane channel-like protein,282000,0,0,0,0,0
8210,TMC4,Transmembrane channel-like protein,91600000,77500000,82600000,0,0,0
8211,TMC5,Transmembrane channel-like protein,58200000,75300000,52100000,3130000,0,0
8212,TMC6,Transmembrane channel-like protein,1170000,2500000,2520000,2410000,1530000,3980000
8213,TMC7,Transmembrane channel-like protein,604000,1210000,848000,882000,638000,1090000
8214,TMCC3,Transmembrane and coiled-coil domain family 3,0,0,0,0,150000,0
8215,TMCO1,Calcium load-activated calcium channel,394000,595000,0,4800000,4990000,4350000
8216,TMCO3,Transmembrane and coiled-coil domains 3,0,93000,0,0,0,0
8217,TMCO4,Transmembrane and coiled-coil domains 4,546000,192000,0,281000,472000,0
8218,TMED1,Transmembrane p24 trafficking protein 1,95100,134000,0,847000,804000,647000
8219,TMED10,Transmembrane p24 trafficking protein 10,4920000,5230000,3740000,11700000,11400000,9730000
8220,TMED2,Transmembrane p24 trafficking protein 2,1450000,1440000,0,1800000,1950000,2170000
8221,TMED4,DEAD-box helicase 56,1400000,1490000,1180000,4800000,4470000,3890000
8222,TMED4,GOLD domain-containing protein,335000,276000,572000,781000,507000,541000
8223,TMED5,Transmembrane emp24 domain-containing protein 5,1060000,1590000,443000,728000,1390000,678000
8224,TMED7,Transmembrane p24 trafficking protein 7,2370000,2930000,1430000,6940000,6820000,6650000
8225,TMED8,Transmembrane p24 trafficking protein family member 8,440000,1180000,1440000,1770000,1190000,1050000
8226,TMED9,GOLD domain-containing protein,10400000,10100000,8740000,2.20E+07,22800000,6670000
8227,TMEFF2,Transmembrane protein with EGF like and two follistatin like domains 2,0,0,0,0,4610000,5040000
8228,TMEM101,Transmembrane protein 101,0,0,0,0,0,0
8229,TMEM102,Transmembrane protein 102,42700,0,0,0,0,0
8230,TMEM104,Transmembrane protein 104,0,202000,763000,2450000,1060000,0
8231,TMEM106B,Transmembrane protein 106B,4410000,6520000,6940000,3690000,4120000,6450000
8232,TMEM106C,Transmembrane protein 106C,139000,320000,0,0,0,0
8233,TMEM109,Transmembrane protein 109,1050000,1260000,0,19500000,23100000,1.80E+07
8234,TMEM11,Transmembrane protein 11,0,0,0,0,0,0
8235,TMEM117,Transmembrane protein 117,0,132000,0,2240000,1660000,2120000
8236,TMEM120A,Transmembrane protein 120A,0,0,0,644000,0,457000
8237,TMEM126A,Transmembrane protein 126A,0,0,0,0,0,0
8238,TMEM127,Transmembrane protein 127,816000,875000,0,574000,0,857000
8239,TMEM131,Transmembrane protein 131,0,0,0,0,3690000,0
8240,TMEM132A,Transmembrane protein 132A,0,0,0,585000,448000,859000
8241,TMEM132B,Acetoacetyl-CoA synthetase,2420000,2870000,2310000,4380000,5390000,3900000
8242,TMEM134,Transmembrane protein 134,148000,343000,0,0,0,0
8243,TMEM135,Transmembrane protein 135,0,0,0,0,0,0
8244,TMEM138,Transmembrane protein 138,929000,1140000,0,497000,0,566000
8245,TMEM145,Transmembrane protein 145,170000,0,69400,0,0,0
8246,TMEM160,Transmembrane protein 160,0,103000,0,0,284000,0
8247,TMEM163,Transmembrane protein 163,1260000,0,0,3290000,2410000,3310000
8248,TMEM165,Transmembrane protein 165,0,0,0,0,0,0
8249,TMEM165,Transmembrane protein 165,898000,799000,0,303000,944000,330000
8250,TMEM165,Transmembrane protein 165,541000,405000,0,174000,364000,304000
8251,TMEM167A,Protein kish,1330000,1220000,1400000,4380000,3200000,3790000
8252,TMEM167B,Protein kish,1010000,802000,1880000,1400000,1740000,1020000
8253,TMEM168,Transmembrane protein 168,630000,469000,0,360000,309000,0
8254,TMEM171,Transmembrane protein 171,608000,395000,553000,0,0,0
8255,TMEM175,Transmembrane protein 175,0,404000,0,0,333000,435000
8256,TMEM179B,Transmembrane protein 179B,38400,0,0,0,0,0
8257,TMEM181,Transmembrane protein 181,640000,432000,707000,718000,747000,1050000
8258,TMEM184B,Casein kinase 1 epsilon,0,564000,0,229000,0,350000
8259,TMEM184B,Transmembrane protein 184B,0,278000,0,687000,829000,1330000
8260,TMEM185B,Transmembrane protein 185B,333000,466000,231000,470000,0,594000
8261,TMEM186,Transmembrane protein 186,0,0,0,0,0,0
8262,TMEM192,Transmembrane protein 192,1080000,1010000,4730000,468000,851000,852000
8263,TMEM198B,DUF4203 domain-containing protein,976000,1110000,813000,3550000,2880000,8120000
8264,TMEM199,Transmembrane protein 199,116000,188000,0,160000,507000,159000
8265,TMEM201,Transmembrane protein 201,0,0,0,0,0,0
8266,TMEM205,Transmembrane protein 205,735000,1080000,0,2800000,3460000,1970000
8267,TMEM208,Transmembrane protein 208,0,0,0,0,0,0
8268,TMEM210,Anaphase-promoting complex subunit 2,274000,0,546000,534000,456000,468000
8269,TMEM214,Transmembrane protein 214,72400,0,0,0,0,0
8270,TMEM222,Transmembrane protein 222,376000,497000,442000,205000,210000,210000
8271,TMEM223,Transmembrane protein 223,0,0,0,0,0,0
8272,TMEM230,Transmembrane protein 230,374000,0,0,423000,770000,501000
8273,TMEM231,Transmembrane protein 231,746000,1130000,1060000,598000,1010000,650000
8274,TMEM237,Transmembrane protein 237,1270000,1900000,0,0,0,0
8275,TMEM238,Transmembrane protein 238,14800000,19200000,8470000,1920000,2610000,3230000
8276,TMEM245,Transmembrane protein 245,0,0,0,1330000,1510000,348000
8277,TMEM248,Transmembrane protein 248,123000,329000,0,0,324000,0
8278,TMEM256,Transmembrane protein 256,572000,1070000,0,934000,0,0
8279,TMEM258,Transmembrane protein 258,0,296000,0,784000,1350000,727000
8280,TMEM259,Transmembrane protein 259,0,0,0,0,0,0
8281,TMEM260,Transmembrane protein 260,0,0,0,0,0,0
8282,TMEM263,Transmembrane protein 263,0,0,0,393000,816000,0
8283,TMEM265,Transmembrane protein 265,245000,7.00E+05,0,0,0,0
8284,TMEM268,Transmembrane protein 268,0,0,0,0,422000,466000
8285,TMEM30A,Cell cycle control protein,4.30E+07,49200000,65400000,26200000,24100000,31200000
8286,TMEM30A,Cell cycle control protein,1.60E+07,23700000,30400000,14100000,1.60E+07,18700000
8287,TMEM30B,Cell cycle control protein,16200000,21100000,10400000,1130000,886000,877000
8288,TMEM33,Transmembrane protein 33,1850000,3220000,3070000,6950000,7370000,6190000
8289,TMEM37,Uncharacterized protein,207000,152000,0,0,0,0
8290,TMEM39A,Transmembrane protein 39A,0,0,0,0,0,0
8291,TMEM41A,Transmembrane protein 41A,0,0,0,0,0,0
8292,TMEM43,Transmembrane protein 43,1870000,2450000,4020000,7260000,7190000,4740000
8293,TMEM45B,Transmembrane protein 45B,964000,1350000,0,0,0,0
8294,TMEM47,Transmembrane protein 47,982000,2040000,1540000,3930000,3970000,4430000
8295,TMEM50A,Transmembrane protein 50A,1310000,2190000,2010000,2720000,2110000,2790000
8296,TMEM50B,Transmembrane protein 50B,1820000,4060000,0,4350000,3170000,2240000
8297,TMEM51,Transmembrane protein 51,2540000,3740000,1320000,1640000,1370000,3250000
8298,TMEM54,Transmembrane protein 54,2570000,1980000,3390000,0,0,0
8299,TMEM59,Transmembrane protein 59,1980000,2520000,533000,1360000,2210000,1370000
8300,TMEM59L,Transmembrane protein 59 like,632000,3.00E+05,0,1910000,2810000,1.00E+06
8301,TMEM62,Transmembrane protein 62,0,0,0,0,0,0
8302,TMEM63A,Transmembrane protein 63A,448000,596000,1070000,1290000,839000,1310000
8303,TMEM63B,Transmembrane protein 63B,1990000,3340000,4830000,4360000,3740000,4630000
8304,TMEM63C,Transmembrane protein 63C,143000,0,0,0,0,0
8305,TMEM67,Transmembrane protein 67,1520000,2070000,1690000,1780000,1070000,1190000
8306,TMEM68,Transmembrane protein 68,0,0,0,0,0,0
8307,TMEM70,Transmembrane protein 70,0,0,0,0,0,0
8308,TMEM87A,Transmembrane protein 87A,4450000,3740000,6120000,4590000,4110000,4360000
8309,TMEM87B,Transmembrane protein 87B,2970000,2180000,3940000,1410000,1470000,1110000
8310,TMEM9,Transmembrane protein 9,324000,584000,0,0,0,0
8311,TMEM94,Transmembrane protein 94,1060000,1780000,2040000,879000,1590000,1710000
8312,TMEM97,Transmembrane protein 97,0,505000,0,0,1170000,0
8313,TMEM98,Transmembrane protein 98,0,219000,367000,0,0,584000
8314,TMEM9B,TMEM9 domain family member B,61600,0,612000,0,63400,0
8315,TMOD1,Tropomodulin 1,0,0,0,1730000,1440000,2150000
8316,TMOD1,Tropomodulin 1,8400000,6890000,0,8670000,5.00E+06,7830000
8317,TMOD2,Tropomodulin 2,0,0,146000,0,0,0
8318,TMOD2,Tropomodulin 3,17600000,12800000,11600000,7580000,6560000,5420000
8319,TMPO,Thymopoietin,212000,332000,0,462000,0,449000
8320,TMPO,Thymopoietin,662000,449000,794000,306000,117000,61500
8321,TMPO,Thymopoietin,0,0,0,0,0,0
8322,TMPPE,Transmembrane protein with metallophosphoesterase domain,0,0,0,221000,369000,90100
8323,TMPRSS13,Transmembrane serine protease 13,65100,0,147000,0,0,2490000
8324,TMPRSS2,Transmembrane serine protease 2,582000,1.00E+06,1140000,0,0,0
8325,TMPRSS4,Transmembrane serine protease 4,7760000,7010000,15300000,0,0,0
8326,TMPRSS5,Transmembrane serine protease 5,0,0,0,0,110000,36400
8327,TMSB10,Uncharacterized protein,2080000,2420000,915000,494000,566000,673000
8328,TMTC1,Transmembrane O-mannosyltransferase targeting cadherins 1,0,0,0,0,0,193000
8329,TMTC3,Dolichyl-phosphate-mannose--protein mannosyltransferase,0,0,0,0,487000,0
8330,TMUB1,Transmembrane and ubiquitin like domain containing 1,0,0,0,0,0,0
8331,TMX1,Thioredoxin related transmembrane protein 1,6240000,7090000,7040000,19400000,23700000,17800000
8332,TMX2,Thioredoxin-related transmembrane protein 2,0,0,0,0,490000,421000
8333,TMX3,Thioredoxin related transmembrane protein 3,539000,673000,0,3120000,3460000,2460000
8334,TMX4,Thioredoxin related transmembrane protein 4,0,0,0,5260000,5620000,3250000
8335,TNC,Tenascin C,0,0,331000,739000,2470000,1100000
8336,TNFAIP1,TNF alpha induced protein 1,0,88200,0,235000,386000,351000
8337,TNFAIP2,TNF alpha induced protein 2,20100000,17700000,1.70E+07,41800000,37900000,46700000
8338,TNFAIP3,Ubiquitinyl hydrolase 1,0,0,0,0,211000,45700
8339,TNFAIP8,TNF alpha induced protein 8,0,315000,354000,0,641000,718000
8340,TNFAIP8,TNF alpha induced protein 8,581000,692000,739000,535000,476000,637000
8341,TNFAIP8,TNF alpha induced protein 8,0,515000,676000,510000,0,0
8342,TNFAIP8L1,TNF alpha induced protein 8 like 1,35000,241000,0,756000,0,0
8343,TNFRSF12A,TNF receptor superfamily member 12A,1630000,1840000,2320000,7330000,6080000,15900000
8344,TNFRSF14,TNF receptor superfamily member 14,96000,0,170000,0,0,0
8345,TNFRSF1A,P55,1360000,1130000,446000,290000,480000,9.00E+05
8346,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,693000,884000,639000,0,0,0
8347,TNFRSF6B,TNF receptor superfamily member 6b,0,0,0,0,0,0
8348,TNFSF10,Tumor necrosis factor ligand superfamily member,377000,144000,0,101000,220000,178000
8349,TNFSF18,TNF superfamily member 18,0,0,0,7370000,7530000,15900000
8350,TNIK,TRAF2 and NCK interacting kinase,0,0,0,4680000,4310000,7360000
8351,TNIP1,TNFAIP3 interacting protein 1,0,0,0,148000,209000,0
8352,TNIP2,TNFAIP3 interacting protein 2,0,0,0,0,0,0
